1532349	Worked on getting server running and the PUT and DELETE requests. Worked in conjunction with jaburdic.
1533221	"Worked on follower instance and sending messages between follower and main instance. Helped debug, worked with eherna61."
1645840	"Helped refactor code into mainKeyVal and debugging with PUT request, as well as the GET and DELETE requests. Worked in conjunction with ssangama."
1553726	"Helped with python syntax errors, testing and debuggin follower-instance."
